"fileName","modelIsValidBPMN","applicationDomain","modelTNT","modelTNCS","modelTNA","modelTNDO","modelTNG","modelTNEE","modelTNIE","modelTNSE","modelTNE","modelTNSF","modelNP","modelNL","modelCLA","modelCLP","modelPDOPin","modelPDOPout","modelPDOTOut","modelPLT","tapeGU","tapeALU","tapeRLU","tapeLUB","tapeAvgLUB","tapeDI","tapeDD","tapeAvgDI","tapeAvgDD","tapeMI","tapeMD","tapeAvgMI","tapeAvgMD","tapeExecutionTimeMs","endEventRequiredErrors","startEventRequiredErrors","fakeJoinErrors","noDisconnectedErrors","superfluousGatewayErrors","subProcessBlankStartEventErrors","noGatewayJoinForkErrors","noImplicitSplitErrors","noInclusiveGatewayErrors","conditionalFlowErrors"
"03345.bpmn","false","","19","0","19","13","2","0","0","0","9","22","3","0","0.8636363636363636","2.3333333333333335","0.8461538461538461","0.15384615384615385","0.10526315789473684","0","198","66","0.41919191919191917,0.35858585858585856,0.2222222222222222","0.08585858585858586,0.02525252525252525,-0.1111111111111111","0","0,0,0","0,0,0","0","0","2,1,1","2,1,1","1.3333333333333333","1.3333333333333333","27.43853400007356","3","0","0","0","0","0","0","0","0","0"
"03346.bpmn","false","","8","0","8","0","4","1","1","1","6","16","3","3","0.5","2","0","0","0","0.375","140","46.666666666666664","0.7928571428571428,0.11428571428571428,0.09285714285714286","0.4595238095238095,-0.21904761904761905,-0.24047619047619045","0","0,0,0","0,0,0","0","0","2,1,1","2,1,1","1.3333333333333333","1.3333333333333333","21.617071999935433","2","0","0","4","0","0","0","0","0","0"
"03347.bpmn","false","","6","0","6","0","2","0","0","0","1","8","0","0","0.75","0","0","0","0","0","0","0","","","0","","","0","0","","","0","0","6.768318000016734","1","0","0","0","0","0","0","0","0","0"
"03348.bpmn","false","","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","","","0","","","0","0","","","0","0","1.295045999926515","1","0","0","1","0","0","0","0","0","0"
"03349.bpmn","false","","9","0","9","1","2","2","3","3","2","18","2","3","0.5","3","0","1","0.1111111111111111","0.3333333333333333","123","61.5","0.5609756097560976,0.43902439024390244","0.060975609756097615,-0.06097560975609756","0.000000000000000027755575615628914","0,0","0,0","0","0","1,1","1,1","1","1","24.15100099996198","0","0","1","0","0","0","1","0","0","0"
"03350.bpmn","true","","15","0","15","0","4","3","1","1","3","27","3","5","0.5555555555555556","1","0","0","0","0.3333333333333333","211","70.33333333333333","0.6113744075829384,0.25118483412322273,0.13744075829383887","0.27804107424960506,-0.08214849921011058,-0.19589257503949445","0.00000000000000000925185853854297","0,0,0","0,0,0","0","0","2,1,0","1,1,1","1","1","30.05914600007236","0","0","3","0","0","0","0","0","0","0"
"03351.bpmn","true","","15","0","15","0","4","3","1","1","3","27","3","5","0.5555555555555556","1","0","0","0","0.3333333333333333","211","70.33333333333333","0.6113744075829384,0.25118483412322273,0.13744075829383887","0.27804107424960506,-0.08214849921011058,-0.19589257503949445","0.00000000000000000925185853854297","0,0,0","0,0,0","0","0","2,1,0","1,1,1","1","1","27.983706999919377","0","0","3","0","0","0","0","0","0","0"
"03352.bpmn","false","","6","0","6","0","3","2","0","0","1","15","0","0","0.4","0","0","0","0","0","0","0","","","0","","","0","0","","","0","0","24.34116399998311","0","0","3","0","0","0","0","2","0","1"
"03353.bpmn","false","","0","0","8","0","1","1","0","0","1","11","2","2","0.7272727272727273","0.5","0","0","0","0.25","45","22.5","0.37777777777777777,0.6222222222222222","-0.12222222222222223,0.12222222222222223","0","0,0","0,0","0","0","1,0","0,1","0.5","0.5","8.48331500007771","1","1","0","0","0","0","0","0","0","0"
"03354.bpmn","false","","50","0","50","0","4","5","2","2","5","56","10","16","0.8928571428571429","0","0","0","0","0.32","0","0","","","0","","","0","0","","","0","0","31.037861000047997","5","5","2","6","0","0","0","6","0","0"
"03355.bpmn","false","","50","0","50","0","4","5","2","2","5","56","10","16","0.8928571428571429","0","0","0","0","0.32","0","0","","","0","","","0","0","","","0","0","40.66475699993316","5","5","2","6","0","0","0","6","0","0"
"03356.bpmn","false","","50","0","50","0","4","5","2","2","5","56","10","16","0.8928571428571429","0","0","0","0","0.32","0","0","","","0","","","0","0","","","0","0","39.2808199999854","5","5","2","6","0","0","0","6","0","0"
"03357.bpmn","false","","9","0","9","1","2","2","3","3","2","18","2","3","0.5","3","0","1","0.1111111111111111","0.3333333333333333","123","61.5","0.5609756097560976,0.43902439024390244","0.060975609756097615,-0.06097560975609756","0.000000000000000027755575615628914","0,0","0,0","0","0","1,1","1,1","1","1","15.813290999969468","0","0","1","0","0","0","1","0","0","0"
"03358.bpmn","false","","8","0","8","0","0","2","0","0","2","10","2","0","0.8","2","0","0","0","0","94","47","0.5,0.5","0,0","0","0,0","0,0","0","0","1,1","1,1","1","1","9.771671000053175","0","0","0","0","0","0","0","0","0","0"
"03359.bpmn","false","","17","0","17","3","9","4","0","0","3","37","3","2","0.4594594594594595","0.3333333333333333","0.6666666666666666","0","0","0.11764705882352941","267","89","0.6928838951310862,0.23220973782771537,0.0749063670411985","0.35955056179775285,-0.10112359550561795,-0.2584269662921348","0.00000000000000003700743415417188","0,0,0","0,0,0","0","0","0,1,0","0,0,1","0.3333333333333333","0.3333333333333333","34.2505189999938","0","0","4","0","0","0","0","0","0","5"
"03360.bpmn","false","","4","0","4","0","1","2","0","0","1","7","0","0","0.5714285714285714","0","0","0","0","0","0","0","","","0","","","0","0","","","0","0","5.85272399999667","0","0","0","0","0","0","0","0","0","0"
"03361.bpmn","false","","17","0","17","3","9","4","0","0","3","37","3","2","0.4594594594594595","0.3333333333333333","0.6666666666666666","0","0","0.11764705882352941","267","89","0.6928838951310862,0.23220973782771537,0.0749063670411985","0.35955056179775285,-0.10112359550561795,-0.2584269662921348","0.00000000000000003700743415417188","0,0,0","0,0,0","0","0","0,1,0","0,0,1","0.3333333333333333","0.3333333333333333","32.885214000009","0","0","4","0","0","0","0","0","0","5"
"03362.bpmn","false","","8","0","8","0","0","4","0","0","1","13","0","0","0.6153846153846154","0","0","0","0","0","0","0","","","0","","","0","0","","","0","0","9.920446999953128","0","0","2","1","0","0","0","4","0","0"
"03363.bpmn","false","","6","0","6","0","2","1","0","0","1","11","0","0","0.5454545454545454","0","0","0","0","0","0","0","","","0","","","0","0","","","0","0","7.708665999933146","0","0","2","0","0","0","0","0","0","0"
"03364.bpmn","false","","5","0","14","0","2","2","0","0","1","19","1","4","0.7368421052631579","0","0","0","0","0.2857142857142857","0","0","","","0","","","0","0","","","0","0","13.02365099999588","0","0","0","0","0","0","0","0","0","0"
"03365.bpmn","false","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","0","","","0","0","","","0","0","1.3439520000247285","1","1","0","0","0","0","0","0","0","0"
"03366.bpmn","false","Tourism","18","0","18","8","5","5","5","5","2","35","2","0","0.5142857142857142","4.5","0.375","0.625","0.2777777777777778","0","287","143.5","0.3588850174216028,0.6411149825783972","-0.14111498257839722,0.14111498257839716","-0.000000000000000027755575615628914","0,0","0,0","0","0","1,1","1,1","1","1","38.51078800007235","0","0","2","0","0","0","0","0","0","0"
"03367.bpmn","false","","9","0","9","0","2","4","1","1","0","15","0","0","0.6","0","0","0","0","0","0","0","","","0","","","0","0","","","0","0","12.993853000109084","0","1","0","0","0","0","0","0","0","0"
"03368.bpmn","false","","9","0","9","1","2","2","3","3","2","18","2","3","0.5","3","0","1","0.1111111111111111","0.3333333333333333","123","61.5","0.5609756097560976,0.43902439024390244","0.060975609756097615,-0.06097560975609756","0.000000000000000027755575615628914","0,0","0,0","0","0","1,1","1,1","1","1","25.736060000024736","0","0","1","0","0","0","1","0","0","0"
"03369.bpmn","false","","5","0","5","0","4","3","0","0","1","13","0","0","0.38461538461538464","0","0","0","0","0","0","0","","","0","","","0","0","","","0","0","10.153705000062473","0","0","0","0","0","0","0","0","0","0"
"03370.bpmn","false","","17","0","17","3","9","4","0","0","3","37","3","2","0.4594594594594595","0.3333333333333333","0.6666666666666666","0","0","0.11764705882352941","267","89","0.6928838951310862,0.23220973782771537,0.0749063670411985","0.35955056179775285,-0.10112359550561795,-0.2584269662921348","0.00000000000000003700743415417188","0,0,0","0,0,0","0","0","0,1,0","0,0,1","0.3333333333333333","0.3333333333333333","26.14759900001809","0","0","4","0","0","0","0","0","0","5"
"03371.bpmn","false","","8","0","8","0","3","0","2","2","2","15","1","3","0.5333333333333333","0","0","0","0","0.375","0","0","","","0","","","0","0","","","0","0","10.70131500007119","1","0","2","0","1","0","1","1","0","0"
"03372.bpmn","false","","4","0","4","0","1","2","0","0","1","7","0","0","0.5714285714285714","0","0","0","0","0","0","0","","","0","","","0","0","","","0","0","6.012709000031464","0","0","0","0","0","0","0","0","0","0"
